Taxon	UniProt proteome ID	NCBI taxon ID	Total sequences in proteome
Acetivibrio clariflavus DSM 19732	UP000005435	720554	3774
Paenisporosarcina sp. HGH0030	UP000014412	1078085	3445
Mycoplasma hyosynoviae	UP000264882	29559	584
Mycobacterium sp. 1245111.1	UP000092232	1834073	5178
Acidisphaera rubrifaciens HS-AP3	UP000032680	1231350	2788
Salipiger sp. IMCC34102	UP000293145	2510647	3341
Bifidobacterium scardovii	UP000029033	158787	2477
Bifidobacteriaceae bacterium NR021	UP000266454	2026094	1369
Tessaracoccus sp. ZS01	UP000187142	1906324	2773
Variovorax sp. YR216	UP000199122	1882828	6986
Nitrobacter vulgaris	UP000189940	29421	3500
Phytohabitans flavus	UP000502508	1076124	9064
Bacillus sp. FJAT-18017	UP000060713	1705566	4632
Lysinibacillus contaminans	UP000050668	1293441	3655
Paenibacillus sp. UNCCL117	UP000182480	1502764	5982
Blastopirellula marina DSM 3645	UP000004358	314230	6010
Clostridium fallax	UP000184035	1533	2521
Capsulimonas corticalis	UP000287394	2219043	6611
Candidatus Baumannia cicadellinicola	UP000056466	186490	550
Polaromonas naphthalenivorans CJ2	UP000000644	365044	4879
Tessaracoccus bendigoensis DSM 12906	UP000184512	1123357	3715
Prevotella sp. S7 MS 2	UP000029732	1287488	2144
Paenibacillus sp. D9	UP000036611	665792	4351
Shimia sp. SK013	UP000037951	1389006	3979
Streptomyces roseus	UP000035932	66430	6493
Sphingobium baderi	UP000056968	1332080	4283
Loigolactobacillus rennini DSM 20253	UP000051638	1423796	2191
Serratia fonticola	UP000034699	47917	5086
Prevotellaceae bacterium HUN156	UP000182805	1520830	2311
Compostimonas suwonensis	UP000230161	1048394	3422
Texcoconibacillus texcoconensis	UP000551878	1095777	3280
Flavobacterium gilvum	UP000028636	1492737	3653
Pseudozobellia thermophila	UP000184543	192903	4169
Brevirhabdus pacifica	UP000187266	1267768	2900
Streptomyces afghaniensis 772	UP000015001	1283301	9009
Xylanimonas allomyrinae	UP000291758	2509459	3038
Porphyromonas macacae	UP000030103	28115	1843
Massilia lurida	UP000318431	1036180	5075
Mariniphaga anaerophila	UP000184164	1484053	3974
Minicystis rosea	UP000185464	888845	13965
Prevotella buccae ATCC 33574	UP000003112	873513	2896
Rhodovulum sp. P5	UP000191808	1564506	4261
Pedobacter insulae	UP000199666	414048	3767
Hydrogenophaga crassostreae	UP000185680	1763535	4456
Sphingobium quisquiliarum P25	UP000015525	1329909	3949
Desulfobulbus oligotrophicus	UP000596092	1909699	2702
Candidatus Saccharimonas aalborgensis	UP000013893	1332188	1033
Streptomyces sp. SID7803	UP000470946	2690326	1189
Prosthecobacter vanneervenii	UP000590740	48466	5318
Calothrix sp. NIES-2100	UP000218319	1954172	7896
Staphylococcus sp. DORA_6_22	UP000053737	1403935	1603
Nocardioides sp. Root614	UP000051699	1736571	4780
Mediterranea sp. An20	UP000196631	1965586	3285
Salmonella bongori	UP000272087	54736	6192
Sphingomonas sp. AP4-R1	UP000502143	2735134	4605
Nitrospira japonica	UP000192042	1325564	4147
Sphingobacterium sp. 2c-3	UP000245627	2171749	3348
Bacteroides sp. CAG:189	UP000018406	1262737	3866
Weissella ceti	UP000029079	759620	1338
Limibacillus halophilus	UP000581135	1579333	3294
Streptomyces xinghaiensis	UP000028058	1038928	6234
Parabacteroides sp. An277	UP000196154	1965619	2949
Desulfobaculum xiamenense	UP000580856	995050	3177
Synergistes sp. 3_1_syn1	UP000003380	457415	2957
Achromobacter sp. DMS1	UP000053133	1688405	3366
Stappia sp. GBMRC 2046	UP000433101	2692190	4245
Streptomyces sp. MnatMP-M17	UP000198886	1839780	7977
Cellvibrio sp. PSBB023	UP000189646	1945512	3892
Microbacterium rhizomatis	UP000325827	1631477	3790
Actinotignum urinale	UP000235308	190146	1431
Streptococcus sp. oral taxon 056 str. F0418	UP000004514	904294	1957
Pseudobacteriovorax antillogorgiicola	UP000192907	1513793	6344
Pseudomonas sp. FeS53a	UP000032531	1604022	5389
Massilia arenosa	UP000298438	2561931	4573
Thorsellia anophelis DSM 18579	UP000242642	1123402	2885
Pseudofulvimonas gallinarii	UP000294599	634155	2887
Erythrobacter litoralis	UP000027866	39960	2981
Desmospora activa DSM 45169	UP000241639	1121389	3643
Actinoplanes sp. ATCC 53533	UP000287606	1288362	11557
Vicingus serpentipes	UP000321721	1926625	2518
Actinomyces urogenitalis DSM 15434	UP000004778	525246	2394
Sulfurovum sp. NBC37-1	UP000006378	387093	2433
Ruminococcaceae bacterium D5	UP000198621	1520815	2495
Flavobacterium micromati	UP000184020	229205	3204
Halarcobacter bivalviorum	UP000253850	663364	2581
Erythrobacter longus	UP000027647	1044	3219
Novosphingobium sp. MBES04	UP000053513	1206458	4728
Candidatus Phytoplasma oryzae	UP000249343	203274	392
Spirochaetia bacterium	UP000291471	2053615	325
Corynebacterium mycetoides	UP000199350	38302	2008
Rummeliibacillus sp. TYF005	UP000271255	2058214	3544
Methylophaga frappieri	UP000009145	754477	2689
Streptomyces niveus NCIMB 11891	UP000017971	1352941	7746
Neisseria chenwenguii	UP000198238	1853278	2219
Streptomyces triticagri	UP000263094	2293568	6490
Vagococcus coleopterorum	UP000500890	2714946	1442
Modestobacter versicolor	UP000247602	429133	4717
Dissulfuribacter thermophilus	UP000093080	1156395	2462
Haliangium ochraceum DSM 14365	UP000001880	502025	6684
Spiribacter salinus M19-40	UP000017881	1260251	1684
Sphingobacterium sp. IITKGP-BTPF85	UP000034376	1338009	6019
Paraburkholderia phytofirmans OLGA172	UP000076852	1417228	7096
Desulfosporosinus sp. Tol-M	UP000030439	1536651	2539
Acidisarcina polymorpha	UP000253606	2211140	7005
Mycobacterium sp. NAZ190054	UP000070146	1747766	5363
Anaerosacchariphilus polymeriproducens	UP000255036	1812858	3531
Alteromonas pelagimontana	UP000219285	1858656	3617
Rarobacter incanus	UP000316181	153494	2018
Maricaulis salignorans	UP000199759	144026	2949
Metabacillus indicus	UP000028549	246786	3781
Serinicoccus hydrothermalis	UP000092482	1758689	3300
Acidihalobacter prosperus	UP000029273	160660	3188
Saccharopolyspora lacisalsi	UP000569329	1000566	5211
Bifidobacterium bifidum BGN4	UP000006173	484020	1834
uncultured bacterium	UP000041370	77133	1289
Neorhizobium alkalisoli	UP000320653	528178	6627
Streptomyces paucisporeus	UP000184111	310782	7034
Microbacterium sp. No. 7	UP000059097	1714373	4065
Ideonella sp. MAG2	UP000319140	2083017	3953
Sphingomonas turrisvirgatae	UP000094487	1888892	3850
Lachnospiraceae bacterium KM106-2	UP000424606	2093742	4168
Mycobacterium sp. Root135	UP000051127	1736457	5995
Lactobacillus apis	UP000033682	303541	1508
Cohaesibacter celericrescens	UP000234881	2067669	4355
Pelotomaculum thermopropionicum SI	UP000006556	370438	2884
Microbacterium sp. NEAU-LLE	UP000262172	2293570	3426
Streptomyces spongiae	UP000400924	565072	9455
Kroppenstedtia eburnea	UP000186795	714067	3484
Anaerofilum sp. An201	UP000195817	1965588	2953
Microbacterium ketosireducens	UP000033956	92835	3448
Xanthobacter tagetidis	UP000269692	60216	4442
Pseudospirillum japonicum	UP000242999	64971	2385
Streptococcus massiliensis	UP000254634	313439	1899
Alkalitalea saponilacus	UP000191055	889453	3564
Marinomonas aquimarina	UP000092627	295068	3360
Neorhizobium galegae bv. orientalis str. HAMBI 540	UP000028181	1028800	6146
Nibricoccus aquaticus	UP000217265	2576891	3760
Sulfurospirillum cavolei	UP000231638	366522	1874
Paenibacillus sp. JCM 10914	UP000018028	1236974	6080
Chloroflexi bacterium	UP000291445	2026724	1223
Clostridium sp. KNHs216	UP000320543	1550235	3742
Virgibacillus dakarensis	UP000447719	1917889	4360
Mumia sp. ZJ1417	UP000515537	2708082	3954
Staphylococcus epidermidis RP62A	UP000000531	176279	2492
Chlamydia trachomatis D/UW-3/CX	UP000000431	272561	895
Robertkochia marina	UP000305939	1227945	2974
Nitrosomonas sp. Nm166	UP000199102	1881054	3014
Streptomyces sp. ms191	UP000431352	1827978	6788
Streptomyces sp. Tue6028	UP000217789	2036037	6527
Novosphingobium sp. AAP83	UP000037998	1523425	3633
Henriciella mobilis	UP000266385	2305467	3647
Streptomyces sp. ERV7	UP000078470	1322334	5791
Pararhizobium mangrovi	UP000320314	2590452	3546
cyanobacterium endosymbiont of Rhopalodia gibberula	UP000264686	1763363	1671
Neorickettsia sennetsu str. Miyayama	UP000001942	222891	932
Arthrobacter silviterrae	UP000479226	2026658	3795
Maioricimonas rarisocia	UP000320496	2528026	5804
Burkholderia pseudomallei K96243	UP000000605	272560	5717
Bordetella hinzii	UP000036382	103855	4557
Amnibacterium setariae	UP000265742	2306585	3369
Mycobacterium leprae TN	UP000000806	272631	1603
Bradyrhizobiaceae bacterium SG-6C	UP000003148	709797	4236
Actinoplanes missouriensis 431	UP000007882	512565	8113
Kurthia sp. 3B1D	UP000288623	1562256	3621
Phaeocystidibacter luteus	UP000468650	911197	2801
Niabella soli DSM 19437	UP000003586	929713	4110
Desulfonema ishimotonii	UP000288096	45657	5012
Pseudonocardia broussonetiae	UP000505377	2736640	6850
Aggregatibacter segnis ATCC 33393	UP000032871	888057	1956
Azospirillum sp. CAG:260	UP000018110	1262706	1762
Ensifer adhaerens OV14	UP000065540	1416753	5422
Streptomyces lonarensis	UP000578686	700599	4859
Prochlorococcus sp. HOT_208_60	UP000242907	1945637	1097
Sphingomonas sp. ABOLF	UP000286883	1985879	3641
Tamlana nanhaiensis	UP000032361	1382798	3029
Bacillus manliponensis	UP000027822	574376	4374
Roseicitreum antarcticum	UP000198539	564137	4002
Bifidobacterium mongoliense DSM 21395	UP000029082	1437603	1798
Campylobacter corcagiensis	UP000594749	1448857	1688
Gordonia insulae	UP000271469	2420509	5417
Mycolicibacterium arabiense	UP000467428	1286181	6165
Streptomyces sp. SID10815	UP000481022	2706027	7832
Serratia symbiotica str. 'Cinara cedri'	UP000013561	568817	672
Tumebacillus avium	UP000195437	1903704	4330
Serpentinicella alkaliphila	UP000295504	1734049	2966
Frankia symbiont of Alnus alnobetula	UP000305282	2699483	3955
Brachybacterium vulturis	UP000218165	2017484	3244
Lishizhenia tianjinensis	UP000236454	477690	3112
Celeribacter baekdonensis B30	UP000006762	1208323	4198
Clostridium sp. CAG:122	UP000017991	1262773	2543
Bifidobacterium leontopitheci	UP000441772	2650774	2129
Mucilaginibacter pineti	UP000199072	1391627	6283
Desulfuromonas sp. DDH964	UP000075994	1823759	3483
Novosphingobium sp. PhB165	UP000295319	2485105	5096
Agreia sp. Leaf210	UP000051653	1735682	3263
Methylophilaceae bacterium 11	UP000022668	1101195	2589
Streptomyces venezuelae ATCC 10712	UP000006854	953739	7451
Pseudonocardia cypriaca	UP000319818	882449	7704
Lysobacter antibioticus	UP000060787	84531	5139
Aurantimonas sp. Leaf443	UP000051458	1736378	3439
Actinopolyspora mzabensis	UP000199213	995066	4438
Pedobacter psychrophilus	UP000078459	1826909	3388
Oleiagrimonas soli	UP000029708	1543381	2676
Acholeplasma laidlawii PG-8A	UP000008558	441768	1380
Streptomyces sp. MP131-18	UP000189065	1857892	7037
Thermanaerothrix daxensis	UP000050544	869279	2394
Gemmata obscuriglobus	UP000245802	114	6809
Klebsiella grimontii	UP000220639	2058152	5984
Lentibacillus salicampi	UP000298484	175306	3721
marine gamma proteobacterium HTCC2148	UP000002793	247634	3825
Gordonia sp. NB4-1Y	UP000011989	1241906	4263
Paenibacillus endophyticus	UP000518605	1294268	6347
Fontibacillus phaseoli	UP000253090	1416533	4966
Rhizobium oryziradicis	UP000186894	1867956	4576
Marinitenerispora sediminis	UP000253318	1931232	5230
Microbacterium sp. CH12i	UP000027096	1479651	2717
Actinomycetales bacterium	UP000292654	1911520	3454
Chryseobacterium sp. Leaf394	UP000051822	1736361	3828
Methylomonas denitrificans	UP000030512	1538553	4463
Psychroflexus gondwanensis ACAM 44	UP000012317	1189619	2907
Erysipelotrichaceae bacterium OH741_COT-311	UP000270315	2491058	1436
Ramlibacter sp. B156	UP000552954	2732512	3631
Schaedlerella arabinosiphila	UP000012582	2044587	5980
Candidatus Frankia californiensis	UP000199013	1839754	4679
Pseudescherichia vulneris NBRC 102420	UP000029462	1115515	4196
Aminipila terrae	UP000463883	2697030	3071
Kordiimonas lacus	UP000183685	637679	3653
Blautia hydrogenotrophica CAG:147	UP000018163	1263061	3087
Calycomorphotria hydatis	UP000319976	2528027	4286
Thermobispora bispora DSM 43833	UP000006640	469371	3545
Anaerocolumna xylanovorans DSM 12503	UP000184612	1121345	4651
Eubacterium ruminantium	UP000189857	42322	2481
Candidatus Photodesmus katoptron Akat1	UP000053688	1236703	853
Alkalihalobacillus macyae	UP000035996	157733	3973
Liquorilactobacillus oeni DSM 19972	UP000051686	1423777	1945
Agrococcus jejuensis	UP000198822	399736	3218
Firmicutes bacterium CAG:449	UP000018133	1263023	1770
Anaeromassilibacillus sp. An172	UP000195869	1965570	2508
Acidithiobacillus sulfuriphilus	UP000271650	1867749	2736
Peptostreptococcaceae bacterium AS15	UP000006605	936556	2299
Streptomyces sp. So13.3	UP000310490	2136173	7990
Paenibacillus albus	UP000272528	2495582	5743
Shewanella algae	UP000181737	38313	3935
Arthrobacter sp. HMWF013	UP000244718	2056849	4431
Leisingera sp. ANG1	UP000031201	1002340	4159
Pelosinus fermentans B4	UP000004324	1149862	4690
Candidatus Poribacteria bacterium	UP000269781	2026781	3447
Sporocytophaga myxococcoides	UP000030185	153721	5042
Thermolongibacillus altinsuensis	UP000295658	575256	2961
Vibrio nigripulchritudo	UP000016895	28173	5540
Streptococcus sanguinis SK36	UP000002148	388919	2269
Eubacterium plexicaudatum ASF492	UP000012589	1235802	6154
Crocosphaera watsonii WH 8501	UP000003922	165597	5659
Devosia enhydra	UP000183447	665118	3974
Cutibacterium granulosum DSM 20700	UP000016307	1160719	1962
Syntrophotalea acetylenica	UP000182264	29542	2796
Agrilactobacillus composti DSM 18527 = JCM 14202	UP000051236	1423734	3260
Fibrella aestuarina BUZ 2	UP000011058	1166018	5627
Pseudoroseicyclus tamaricis	UP000474757	2705421	3556
Mitsuokella sp. oral taxon 131 str. W9106	UP000016614	1321781	2309
Sphingobacteriaceae bacterium	UP000217505	2021370	4775
Marinoscillum sp. 108	UP000437459	2653151	4475
Povalibacter uvarum	UP000588068	732238	5433
Solobacterium moorei F0204	UP000004097	706433	2034
Cardinium endosymbiont of Culicoides punctatus	UP000294777	2304601	917
Streptomyces liangshanensis	UP000501179	2717324	6444
Oscillibacter sp. CAG:241	UP000018113	1262911	1823
Ruficoccus amylovorans	UP000546464	1804625	3722
Coleofasciculus chthonoplastes PCC 7420	UP000003835	118168	8193
Pararhodobacter marinus	UP000244940	2184063	4216
Lacrimispora algidixylanolytica	UP000284277	94868	4081
Cohnella sp. CIP 111063	UP000215193	1955714	6817
Mycetocola manganoxydans	UP000270299	699879	2854
Vibrio nereis	UP000037515	693	3660
Celeribacter ethanolicus	UP000217935	1758178	3982
Massilia sp. JS1662	UP000029701	1519190	5560
Scopulibacillus darangshiensis	UP000295416	442528	4593
Neorhizobium sp. JUb45	UP000294935	2485113	5878
Streptomyces sp. SID10115	UP000475437	2706016	8464
Micromonospora sp. ATCC 39149	UP000010307	219305	5614
Bacillus sp. SJS	UP000028527	1423321	4050
Aerococcus viridans ATCC 11563 = CCUG 4311	UP000003764	655812	1929
Fluviispira sanaruensis	UP000291236	2493639	3167
Leptospira weilii str. Ecochallenge	UP000012249	1049986	4702
Holospora curviuscula	UP000239425	1082868	1546
Tannerella sp. oral taxon 808	UP000235918	712711	1968
Mucilaginibacter sp. E4BP6	UP000538158	2723089	4427
Idiomarina tyrosinivorans	UP000287996	1445662	2274
Amycolatopsis albispora	UP000250434	1804986	8085
Candidatus Nomurabacteria bacterium	UP000557613	2052152	1047
Oceanispirochaeta crateris	UP000324209	2518645	3504
Microbulbifer sp. ZGT114	UP000054457	1685377	3054
Rhodobaca barguzinensis	UP000228948	441209	3617
Tropicimonas isoalkanivorans	UP000198728	441112	4790
Paenibacillus curdlanolyticus YK9	UP000005387	717606	4803
Eggerthellaceae bacterium zg-1050	UP000503297	2734634	1403
Flavobacterium sp. HMWF030	UP000244410	2056864	4740
Clostridium sp. CAG:440	UP000018067	1262807	1420
Photobacterium profundum SS9	UP000000593	298386	5328
Desulfosarcina alkanivorans	UP000427906	571177	6430
Oceaniovalibus guishaninsula JLT2003	UP000006765	1231392	2840
Zhihengliuella halotolerans	UP000292685	370736	3241
Micromonospora avicenniae	UP000186004	1198245	6031
Ornithinicoccus hortensis	UP000319516	82346	3571
Mesosutterella multiformis	UP000266091	2259133	2198
Rubellimicrobium mesophilum DSM 19309	UP000019666	442562	4946
Collinsella sp. An271	UP000195889	1965616	2335
Viridibacillus arenosi FSL R5-213	UP000019062	1227360	4296
Burkholderia sp. TSV86	UP000066043	1385594	4805
Mycolicibacterium fortuitum	UP000057134	1766	6012
Ruminococcus sp. CAG:57	UP000018131	1262962	2264
Microbacterium testaceum	UP000072189	2033	3472
endosymbiont of Euscepes postfasciatus	UP000289362	650377	210
Micropruina glycogenica	UP000238164	75385	3901
Rothia terrae	UP000516404	396015	2288
Kangiella sp. HZ709	UP000475520	2666328	2214
Sphingobium sp. Leaf26	UP000051336	1735693	4284
Alkanindiges hydrocarboniclasticus	UP000192132	1907941	2972
Actinomyces bowdenii	UP000271272	131109	2433
Streptomyces sp. CB01201	UP000231916	2020324	7508
Arundinibacter roseus	UP000295706	2070510	4679
Shimazuella sp. KC615	UP000430692	2690964	3870
Muricauda nanhaiensis	UP000261828	2292706	3683
Formosa sp. Hel1_33_131	UP000094750	1336794	2626
Flavobacteriaceae bacterium PRS1	UP000276892	2483459	2108
Dialister micraerophilus DSM 19965	UP000003503	888062	1242
Absicoccus porci	UP000276568	2486576	2184
Oxalobacteraceae bacterium IMCC9480	UP000004494	937450	4019
Microvirga vignae	UP000035489	1225564	5672
Acinetobacter qingfengensis	UP000185895	1262585	2825
Flavobacterium sp. TAB 87	UP000059935	1729581	3323
Phytoactinopolyspora alkaliphila	UP000469185	1783498	4852
Malikia spinosa	UP000238326	86180	3366
Actinomadura mexicana	UP000198420	134959	8033
Sphingomonas sp. Leaf20	UP000051642	1735685	3757
Streptomyces nodosus	UP000031526	40318	5863
Sphingomonas sp. IC081	UP000319092	304378	4786
Rubinisphaera italica	UP000316095	2527969	5229
Leifsonia psychrotolerans	UP000537260	670054	3489
Nocardioides sp. S-1144	UP000309647	2582905	4010
Aggregicoccus sp. 17bor-14	UP000425013	2583808	5829
Microcella alkaliphila	UP000218965	279828	2621
Novipirellula galeiformis	UP000316304	2528004	5747
Arenicella xantha	UP000253083	644221	3918
Marisediminitalea aggregata	UP000184520	634436	4313
Pseudidiomarina atlantica	UP000053718	1517416	2290
Candidatus Similichlamydia laticola	UP000253816	2170265	750
Tepidicaulis marinus	UP000028702	1333998	3398
Mycoplasmopsis columboralis	UP000289497	171282	753
Sulfitobacter indolifex HEL-45	UP000003257	391624	4147
Arsenicicoccus sp. MKL-02	UP000431092	2663847	3030
Clostridium sp. CAG:306	UP000018008	1262794	2130
Lachnoclostridium sp. An14	UP000196089	1965562	3897
Dokdonella fugitiva	UP000294862	328517	3614
Marivirga tractuosa DSM 4126	UP000008720	643867	3748
Sneathia vaginalis	UP000033103	187101	1182
Limosilactobacillus fermentum	UP000094714	1613	1789
Bradymonadales bacterium V1718	UP000321595	2600177	4727
Neisseria bacilliformis ATCC BAA-1200	UP000004105	888742	2966
Imtechella halotolerans K1	UP000005938	946077	2694
endosymbiont of Pachyrhynchus infernalis	UP000290088	1971488	212
Clostridiales bacterium oral taxon 876 str. F0540	UP000016490	1321778	4702
Enorma massiliensis	UP000196560	1472761	1937
Mangrovibacterium diazotrophicum	UP000283387	1261403	4641
Ligilactobacillus ceti DSM 22408	UP000051500	1122146	1244
Anabaena sp. 90	UP000010101	46234	4476
Blautia pseudococcoides	UP000092574	1796616	4518
Bacillus sp. SRB_336	UP000249120	1969380	7157
